RID,Education_Level,Institution_Type,Attack_Date,Sex,Age,Device,IT_Student,Location,Internet_Type,Network_Type,Attack_Found,Url,label
172.217.10.226-10.42.0.151-443-45561-6,School,Private,10/22/2021,Female,9,Mobile,No,Town,Mobile Data,4G,0,http://scholarcommons.usf.edu/cgi/viewcontent.cgi?article=1246&context=jss,0
10.42.0.211-66.198.24.240-37369-443-6,School,Private,10/23/2021,Female,10,Mobile,No,Town,Mobile Data,3G,1,http://www.bbc.com/news/world-asia-pacific-14982906,1
183.79.253.231-10.42.0.211-443-38947-6,College,Public,10/24/2021,Male,23,Mobile,Yes,Town,Mobile Data,4G,0,http://www.reuters.com/article/us-cyberattack-chemicals-idUSTRE79U4K920111031,0
203.205.158.60-10.42.0.211-80-41165-6,School,Private,10/25/2021,Female,9,Mobile,No,Town,Mobile Data,4G,1,http://www.wsj.com/articles/spy-virus-linked-to-israel-targeted-hotels-used-for-iran-nuclear-talks-1433937601,1
209.10.120.26-10.42.0.211-80-36267-6,University,Public,10/27/2021,Male,27,Mobile,Yes,Rural,Mobile Data,4G,0,http://www.bloomberg.com/bw/stories/2008-11-19/network-security-breaches-plague-nasa,0
10.42.0.151-10.42.0.1-50448-53-17,University,Private,10/29/2021,Male,23,Computer,Yes,Town,Wifi,4G,1,http://www.nytimes.com/2011/02/18/world/americas/18canada.html?_r=0,1
10.42.0.151-10.42.0.1-53268-53-17,School,Private,10/30/2021,Male,11,Mobile,No,Town,Mobile Data,4G,0,https://web.archive.org/web/20111119045231/http://abcnews.go.com/blogs/politics/2011/11/us-satellites-compromised-by-malicious-cyber-activity/,0
10.42.0.211-10.42.0.1-11694-53-17,School,Private,10/31/2021,Male,11,Mobile,No,Town,Mobile Data,3G,1,https://web.archive.org/web/20110319214522/http://www.rsa.com/node.aspx?id=3872,1
10.42.0.1-10.42.0.42-53-42713-17,School,Private,11-01-21,Female,11,Mobile,No,Town,Mobile Data,3G,1,https://web.archive.org/web/20160417132538/https://kc.mcafee.com/resources/sites/MCAFEE/content/live/CORP_KNOWLEDGEBASE/67000/KB67957/en_US/Combating%20Threats%20-%20Operation%20Aurora.pdf,1
140.205.230.8-10.42.0.211-80-39677-6,University,Private,11-04-21,Male,23,Computer,Yes,Town,Wifi,3G,0,dazzletechnologies.com/images/worldwide/paypalworldwide.INC/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/,0
10.42.0.42-123.125.29.138-53465-80-6,College,Public,11-05-21,Male,18,Mobile,Yes,Rural,Mobile Data,4G,1,http://thelede.blogs.nytimes.com/2010/01/12/iranian-cyber-army-strikes-chinese-site/?_r=0,1
202.77.129.150-10.42.0.211-80-40986-6,University,Private,11-06-21,Female,23,Mobile,No,Town,Wifi,3G,0,http://archive.indianexpress.com/news/chinese-hacked-pmo-computers-says-narayanan/569075/,0
198.11.188.75-10.42.0.211-443-38703-6,College,Public,11-07-21,Female,23,Mobile,Yes,Town,Mobile Data,4G,0,http://www.itnews.com.au/news/google-finds-botnet-targeting-vietnamese-users-171087,0
157.55.130.155-10.42.0.151-40008-43477-17,University,Public,11-08-21,Male,23,Mobile,Yes,Town,Mobile Data,3G,1,http://www.csmonitor.com/USA/2010/0125/US-oil-industry-hit-by-cyberattacks-Was-China-involved,1
10.42.0.211-54.243.172.216-43341-443-6,School,Private,11-11-21,Female,9,Mobile,No,Town,Mobile Data,4G,1,http://www.zdnet.com/article/chinese-cyber-attacks-on-miners-report/,1
10.42.0.42-119.146.74.48-55156-80-6,School,Private,11/13/2021,Male,10,Mobile,No,Town,Mobile Data,3G,0,www.aclaydance.com/ncpf.php,0
172.217.11.46-10.42.0.151-443-56324-6,School,Public,11/14/2021,Female,11,Mobile,No,Town,Wifi,4G,1,http://www.bbc.com/news/technology-11388018,1
239.255.255.250-10.42.0.1-1900-35255-17,School,Private,11/15/2021,Female,11,Mobile,Yes,Town,Mobile Data,3G,0,http://www.govinfosecurity.com/senator-office-computers-breached-a-1305,0
10.42.0.42-13.107.3.128-39298-443-6,School,Private,11/18/2021,Male,11,Mobile,No,Town,Mobile Data,3G,1,http://www.csmonitor.com/Technology/Horizons/2009/0421/did-hackers-break-into-a-top-secret-usaf-program,1
10.42.0.211-52.84.145.136-39307-80-6,School,Private,11/19/2021,Female,11,Mobile,No,Town,Mobile Data,3G,0,http://www.seattletimes.com/nation-world/whos-behind-cyber-assaults/,0
173.194.205.188-10.42.0.151-5228-50845-6,University,Private,11/20/2021,Male,23,Computer,Yes,Town,Wifi,3G,1,http://www.nytimes.com/2009/03/29/technology/29spy.html?_r=2&hp=&pagewanted=print,1
10.42.0.151-52.84.29.134-39939-443-6,School,Public,11/21/2021,Male,10,Mobile,No,Rural,Mobile Data,2G,0,http://uk.reuters.com/article/2008/08/11/us-georgia-ossetia-hackers-idUKLB2050320080811,0
10.42.0.1-10.42.0.42-53-40380-17,College,Public,11/22/2021,Male,18,Tab,Yes,Town,Wifi,4G,0,http://www.theregister.co.uk/2008/03/22/pro_tibetan_groups_targeted/,0
10.42.0.151-66.231.239.120-60129-80-6,University,Private,11/25/2021,Male,23,Tab,No,Town,Wifi,4G,0,http://www.spamfighter.com/News-13575-Chinese-Hack-Indian-Army-Computers-Along-Northeast-Border.htm,0
10.42.0.151-52.84.29.154-34144-443-6,School,Private,11/26/2021,Female,11,Mobile,No,Town,Mobile Data,3G,0,http://investigations.nbcnews.com/_news/2013/06/06/18807056-chinese-hacked-obama-mccain-campaigns-took-internal-documents-officials-say,0
175.100.207.231-10.42.0.211-443-40029-6,School,Private,11/27/2021,Female,11,Mobile,No,Town,Mobile Data,3G,0,https://www.vice.com/en/article/jgqjjy/pornhub-suspended-all-unverified-videos-content,0
203.205.128.137-10.42.0.211-80-38162-6,School,Private,11/28/2021,Female,10,Mobile,No,Town,Wifi,4G,1,https://techcrunch.com/2020/12/14/gmail-youtube-google-docs-and-other-services-go-down-simultaneously-in-multiple-countries/,1
10.42.0.151-40.122.162.208-34436-443-6,School,Private,11/29/2021,Male,11,Mobile,No,Town,Mobile Data,3G,1,https://www.wsj.com/articles/apple-fitness-review-great-affordable-workoutsfor-watch-owners-only-11607954400,1
202.77.129.146-10.42.0.151-80-36574-6,University,Public,12-02-21,Male,23,Mobile,No,Rural,Mobile Data,3G,0,https://9to5mac.com/2020/12/14/ios-14-3-features-now-available/,0
10.42.0.211-10.42.0.1-50692-53-17,College,Private,12-03-21,Female,18,Mobile,No,Rural,Wifi,4G,0,http://www.washingtonpost.com/wp-dyn/content/article/2007/09/23/AR2007092301471.html,0
10.42.0.211-10.42.0.1-20560-53-17,School,Private,12-04-21,Male,11,Mobile,No,Town,Mobile Data,4G,0,http://www.wired.com/2007/10/how-israel-spoo/,0
10.42.0.211-98.139.183.24-47192-80-6,University,Private,12-05-21,Male,23,Computer,Yes,Town,Wifi,4G,1,'cntu.org.br/cntu/LightBox/images/www.nab.com.au/ib.nab.com.au/mail/function/online\%20BANKING/',1
172.217.12.206-10.42.0.151-443-39631-6,College,Private,12-06-21,Male,18,Mobile,No,Town,Wifi,4G,1,http://www.nytimes.com/2007/12/09/us/nationalspecial3/09hack.html,1
192.229.173.173-10.42.0.151-80-59831-6,College,Private,12-09-21,Male,18,Mobile,No,Town,Wifi,4G,1,www.pelder.heliohost.org//wp-includes/js/jquery/nabisco/index.htm,1
172.217.3.110-10.42.0.211-443-52211-6,School,Private,12-10-21,Female,9,Mobile,No,Town,Mobile Data,4G,1,http://www.ft.com/intl/cms/s/0/9dba9ba2-5a3b-11dc-9bcd-0000779fd2ac.html#axzz3iRQx70kq,1
203.130.53.126-10.42.0.211-80-52063-6,College,Public,12-11-21,Male,18,Mobile,No,Rural,Wifi,4G,1,billing.evotechsrd.com/downloads/globalsources/B2B/tradealert/globalsources.html,1
10.42.0.211-10.42.0.1-54052-53-17,University,Private,12-12-21,Male,23,Mobile,No,Rural,Wifi,4G,0,http://www.theregister.co.uk/2007/09/12/french_cyberattacks/,0
172.217.10.3-10.42.0.42-443-57916-6,University,Private,12/13/2021,Male,23,Mobile,Yes,Town,Wifi,3G,1,http://www.spamfighter.com/News-9096-Foreign-Hackers-Attack-New-Zealand-Government-Network.htm,1
203.205.191.27-10.42.0.151-80-43278-6,University,Private,12/16/2021,Male,23,Computer,Yes,Town,Wifi,4G,0,www.receilafederal.com/regionais/processos/?1020041872012,0
10.42.0.211-10.42.0.1-16064-53-17,College,Public,12/17/2021,Male,18,Mobile,No,Town,Wifi,3G,0,http://gcn.com/articles/2006/08/17/red-storm-rising.aspx,0
10.42.0.151-40.117.100.83-36994-443-6,School,Public,12/18/2021,Male,18,Mobile,No,Town,Wifi,4G,0,http://www.nbcnews.com/id/16057306/ns/technology_and_science-security/t/hackers-attack-us-naval-war-college/#.VckLXflVhBc,0
10.42.0.151-106.11.14.99-60617-443-6,School,Private,12/19/2021,Female,10,Mobile,No,Town,Wifi,3G,1,"http://content.time.com/time/magazine/article/0,9171,1098961,00.html",1
10.42.0.211-10.42.0.1-30431-53-17,School,Public,12/20/2021,Male,11,Mobile,No,Rural,Mobile Data,3G,0,https://www.fireeye.com/blog/threat-research/2018/06/totally-tubular-treatise-on-triton-and-tristation.html,0
10.42.0.211-23.194.141.191-54678-443-6,School,Private,12/23/2021,Male,11,Mobile,No,Town,Mobile Data,4G,1,https://research.checkpoint.com/2020/hamas-android-malware-on-idf-soldiers-this-is-how-it-happened/,1
182.22.31.252-10.42.0.151-443-50775-6,University,Public,12/24/2021,Male,23,Mobile,No,Rural,Mobile Data,4G,0,https://www.cyberscoop.com/middle-east-group-goes-hacking-spree-telecoms-embassies/,0
10.42.0.1-10.42.0.42-53-36409-17,School,Private,12/26/2021,Male,10,Mobile,No,Town,Mobile Data,3G,1,https://techcrunch.com/2020/12/14/apple-launches-its-new-app-privacy-labels-across-all-its-app-stores/,1
192.229.173.173-10.42.0.211-80-50505-6,University,Private,12/27/2021,Female,23,Tab,No,Town,Wifi,4G,0,https://www.reuters.com/article/idUKL1N2IU1VQ,0
10.42.0.151-10.42.0.1-52531-53-17,University,Public,12/30/2021,Female,18,Mobile,No,Town,Wifi,4G,1,https://www.wsj.com/articles/agencies-hacked-in-foreign-cyber-espionage-campaign-11607897866,1
10.42.0.211-52.192.237.93-54207-443-6,University,Private,12/31/2021,Male,23,Tab,No,Town,Wifi,4G,1,https://www.reuters.com/article/global-cyber-idUSKBN28O26X,1
10.42.0.211-10.42.0.1-64224-53-17,University,Private,01-01-20,Male,23,Computer,Yes,Town,Wifi,4G,0,https://www.techmeme.com/,0
180.149.153.234-10.42.0.211-80-38199-6,University,Private,01-02-20,Female,23,Mobile,No,Rural,Wifi,4G,1,https://whyisthisinteresting.substack.com/p/why-is-this-interesting-the-virtual,1
216.58.217.68-10.42.0.211-443-43145-6,College,Private,01-03-20,Female,18,Mobile,No,Town,Wifi,4G,0,https://www.atlasobscura.com/articles/americas-short-violent-love-affair-with-indoor-track-cycling,0
172.217.5.227-10.42.0.211-80-54180-6,College,Public,01-06-20,Male,18,Mobile,No,Town,Wifi,4G,0,https://whyisthisinteresting.com/,0
10.42.0.211-114.112.89.213-57122-80-6,University,Private,01-07-20,Male,23,Mobile,No,Town,Mobile Data,4G,1,https://whyisthisinteresting.com/subscribe/,1
202.77.129.161-10.42.0.211-80-53974-6,University,Private,01-08-20,Male,23,Mobile,Yes,Town,Wifi,4G,1,https://whyisthisinteresting.substack.com/,1
172.217.10.138-10.42.0.42-443-43622-6,School,Private,01-09-20,Female,9,Mobile,No,Town,Mobile Data,4G,0,https://whyisthisinteresting.substack.com/action/disable_email,0
157.240.2.20-10.42.0.151-443-40585-6,University,Public,01-10-20,Male,27,Mobile,Yes,Rural,Mobile Data,4G,1,https://substack.com/,1
10.42.0.211-10.42.0.1-23241-53-17,School,Public,1/13/2020,Female,11,Mobile,No,Town,Wifi,4G,0,http://tib.matthewclifford.com/issues/tib-145-2020-in-review-the-best-of-thoughts-in-between-301064,0
10.42.0.151-10.42.0.1-53348-53-17,School,Private,1/14/2020,Female,11,Mobile,No,Rural,Mobile Data,3G,1,http://tib.matthewclifford.com/,1
10.42.0.151-23.99.112.73-55565-443-6,University,Public,1/15/2020,Female,27,Mobile,No,Town,Wifi,4G,0,https://www.getrevue.co/profile/mattclifford,0
198.11.132.221-10.42.0.211-443-49813-6,School,Public,1/16/2020,Male,18,Mobile,No,Town,Mobile Data,4G,1,http://tib.matthewclifford.com/issues/tib-97-the-end-of-the-tech-cycle-the-limits-of-explainable-ai-organising-genius-and-more-220939,1
10.42.0.211-54.243.187.254-38235-443-6,University,Public,1/17/2020,Male,23,Mobile,No,Town,Mobile Data,3G,0,http://tib.matthewclifford.com/issues/tib-103-can-machine-learning-save-communism-coronavirus-and-authoritarianism-how-to-save-science-and-more-229047,0
10.42.0.211-98.139.180.149-36613-443-6,School,Private,1/20/2020,Female,11,Mobile,No,Town,Mobile Data,4G,0,https://www.nber.org/system/files/working_papers/w26752/w26752.pdf,0
205.185.216.10-10.42.0.211-80-34074-6,College,Private,1/21/2020,Male,18,Mobile,No,Town,Wifi,4G,0,http://tib.matthewclifford.com/issues/tib-108-all-the-money-fit-to-print-the-epistemology-of-coronavirus-pandemics-in-historical-perspective-and-more-236541,0
10.42.0.42-52.179.189.71-48975-443-6,School,Public,1/22/2020,Male,10,Mobile,No,Town,Mobile Data,4G,0,http://tib.matthewclifford.com/issues/tib-111-disrupting-government-amazon-s-altruism-the-moral-foundations-of-capitalism-and-more-242392,0
172.217.10.35-10.42.0.151-443-36016-6,School,Public,1/23/2020,Male,10,Mobile,No,Rural,Mobile Data,2G,0,https://www.shopify.com/future-of-commerce/2021,0
10.42.0.1-10.42.0.42-53-63385-17,School,Private,1/24/2020,Female,9,Mobile,No,Town,Mobile Data,4G,1,https://2020.stateofeuropeantech.com/,1
10.42.0.211-23.208.217.149-58173-443-6,School,Private,1/27/2020,Female,11,Mobile,No,Town,Mobile Data,4G,1,https://adage.com/article/news/tiktok-ad-age-marketer-year-and-amazon-now-worlds-largest-advertiser-monday-wake-call/2299071,1
180.149.136.194-10.42.0.151-80-56029-6,School,Private,1/28/2020,Female,9,Mobile,No,Town,Mobile Data,4G,0,https://imgur.com/gallery/5XV1Eyp,0
10.42.0.211-104.79.152.104-44338-443-6,University,Public,1/29/2020,Male,23,Mobile,Yes,Rural,Mobile Data,3G,0,https://www.thisiscolossal.com/2020/12/jumpei-mitsui-great-wave-lego/,0
172.217.12.206-10.42.0.42-443-44223-6,College,Public,1/30/2020,Male,18,Mobile,No,Town,Wifi,3G,0,https://mymodernmet.com/hormuz-island-domes/,0
10.42.0.151-10.42.0.1-47237-53-17,College,Public,1/31/2020,Female,23,Mobile,No,Rural,Mobile Data,3G,1,https://www.calvertjournal.com/features/show/12390/north-caucasus-travel-photography-black-sea-caspian-coast,1
10.42.0.42-23.208.146.200-42329-443-6,School,Private,02-01-20,Male,11,Mobile,Yes,Town,Mobile Data,3G,1,https://cosmosmagazine.com/nature/marine-life/humans-have-dogs-fish-have-shrimp/,1
10.42.0.211-95.213.11.133-60180-443-6,School,Private,02-03-20,Male,11,Mobile,Yes,Town,Mobile Data,4G,1,http://www.peterberthoud.co.uk/blog/28012018101938-the-most-interesting-underpants-in-london/,1
198.11.132.221-10.42.0.211-443-58026-6,School,Private,02-04-20,Male,11,Mobile,No,Town,Mobile Data,4G,1,https://www.openculture.com/2020/12/when-italian-futurists-declared-war-on-pasta-1930.html,1
10.42.0.211-77.234.44.41-43117-80-6,University,Public,02-05-20,Male,23,Mobile,No,Town,Mobile Data,4G,1,https://archive.org/details/introduction-to-the-internet,1
10.42.0.151-103.235.46.39-56646-80-6,University,Public,02-06-20,Male,27,Mobile,No,Rural,Mobile Data,4G,0,https://encheres-domaine.gouv.fr/hermes/biens-mobiliers/vehicules/aviation/603895,0
10.42.0.211-38.69.238.129-44806-443-6,University,Private,02-07-20,Female,23,Mobile,No,Town,Wifi,4G,1,https://www.guernicamag.com/clothes-interrupted/,1
10.42.0.211-10.42.0.1-24603-53-17,School,Private,02-10-20,Male,11,Computer,No,Town,Wifi,4G,0,https://www.artstation.com/rhads,0
157.240.18.36-10.42.0.211-443-50224-6,College,Public,02-11-20,Female,18,Mobile,No,Rural,Mobile Data,4G,0,https://www.visualcapitalist.com/mapped-the-risk-of-eviction-and-foreclosure-in-u-s-states/,0
172.217.12.202-10.42.0.211-443-48639-6,University,Public,02-12-20,Male,18,Computer,No,Town,Wifi,4G,0,https://hazlitt.net/longreads/wonder-women,0
239.255.255.250-10.42.0.1-1900-59751-17,School,Private,2/13/2020,Male,11,Mobile,No,Town,Mobile Data,3G,1,https://thereader.mitpress.mit.edu/death-dust-the-little-known-story-of-radiological-weapons/,1
10.42.0.211-77.234.44.200-38615-80-6,School,Public,2/14/2020,Female,18,Mobile,No,Rural,Mobile Data,4G,0,https://www.lawfareblog.com/quick-thoughts-russia-hack,0
10.42.0.211-10.42.0.1-14392-53-17,University,Private,2/17/2020,Male,23,Mobile,No,Town,Mobile Data,4G,1,https://areomagazine.com/2020/12/14/white-supremacy-how-big-how-bad-and-how-come/,1
10.42.0.211-10.42.0.1-31719-53-17,School,Private,2/18/2020,Female,9,Mobile,No,Town,Mobile Data,4G,0,https://massivesci.com/articles/geese-birds-flying-south-winter-migration/,0
10.42.0.211-10.42.0.1-10575-53-17,School,Public,2/19/2020,Female,11,Mobile,No,Town,Wifi,4G,1,http://bostonreview.net/arts-society/mugambi-jouet-reading-camus-time-plague-and-polarization,1
10.42.0.151-10.42.0.1-14898-53-17,University,Public,2/20/2020,Male,18,Mobile,No,Rural,Mobile Data,4G,0,https://www.bloomberg.com/tosv2.html,0
10.42.0.151-10.42.0.1-44934-53-17,School,Private,2/24/2020,Male,11,Mobile,No,Town,Wifi,4G,1,https://melmagazine.com/en-us/story/the-rise-of-the-youtube-therapist,1
10.42.0.211-123.125.29.220-46051-80-6,College,Private,2/25/2020,Female,18,Mobile,No,Rural,Wifi,4G,1,https://www.vice.com/en/article/epdbzz/we-asked-people-who-review-things-like-phone-boxes-and-entire-oceans-why,1
174.36.210.41-10.42.0.211-5222-55916-6,University,Private,2/26/2020,Male,23,Mobile,Yes,Town,Mobile Data,3G,0,https://www.outsideonline.com/2419621/doomed-great-barrier-reef-travel,0
169.47.40.147-10.42.0.211-5222-38871-6,School,Private,2/27/2020,Female,11,Mobile,No,Town,Mobile Data,4G,1,https://www.atlasobscura.com/articles/octopus-behavior-metazoa,1
172.217.10.237-10.42.0.151-443-57097-6,School,Private,2/28/2020,Male,11,Mobile,No,Town,Mobile Data,4G,0,https://www.aljazeera.com/gallery/2020/12/11/in-pictures-how-much-plastic-are-you-eating,0
172.217.11.1-10.42.0.211-443-37012-6,School,Private,03-02-20,Male,11,Mobile,Yes,Town,Mobile Data,3G,0,https://www.institutionalinvestor.com/article/b1pgz6k9kjs50v/The-Dark-Money-Secretly-Bankrolling-Activist-Short-Sellers-and-the-Insiders-Trying-to-Expose-It,0
10.42.0.42-106.39.169.66-33142-443-6,University,Private,03-03-20,Female,23,Computer,No,Town,Wifi,4G,1,https://briefingday.com/patron,1
172.217.10.10-10.42.0.211-443-46834-6,University,Private,03-04-20,Female,23,Mobile,No,Town,Mobile Data,4G,1,https://public.com/,1
172.217.12.130-10.42.0.151-443-60516-6,School,Private,03-05-20,Female,9,Mobile,No,Town,Mobile Data,4G,0,https://www.bbc.com/news/business-55313504,0
10.42.0.211-64.71.142.95-37847-443-6,School,Private,03-06-20,Male,11,Mobile,No,Town,Wifi,4G,1,https://www.nature.com/immersive/d41586-020-03436-5/index.html,1
10.42.0.151-54.192.38.230-41296-443-6,University,Private,03-09-20,Male,23,Computer,Yes,Town,Wifi,4G,0,https://harpers.org/harpers-index/,0
180.149.138.210-10.42.0.151-80-44661-6,School,Private,03-11-20,Female,11,Mobile,Yes,Town,Mobile Data,3G,1,https://www.newyorker.com/magazine/2020/12/21/what-if-you-could-do-it-all-over,1
10.42.0.151-120.196.211.8-47267-80-6,University,Public,03-12-20,Female,23,Mobile,No,Rural,Mobile Data,2G,0,https://www.psychologytoday.com/us/blog/the-science-behind-behavior/202012/does-posting-pro-or-anti-vaccine-memes-social-media-work,0
10.42.0.211-10.42.0.1-13956-53-17,University,Public,3/13/2020,Female,27,Mobile,No,Town,Wifi,4G,1,https://www.fastcompany.com/90579390/inside-the-gates-foundations-epic-fight-against-covid-19,1
10.42.0.211-10.42.0.1-29863-53-17,College,Public,3/16/2020,Female,18,Mobile,No,Rural,Mobile Data,4G,0,https://briefingday.com/m/v4n3i4f3,0
10.42.0.211-10.42.0.1-60909-53-17,College,Private,3/17/2020,Male,18,Mobile,No,Town,Wifi,4G,0,https://briefingday.com/n/20201215/m,0
10.42.0.211-52.84.139.205-51703-443-6,College,Public,3/18/2020,Male,18,Mobile,No,Rural,Mobile Data,3G,0,https://www.youtube.com/watch?v=08K_aEajzNA,0
10.42.0.211-66.231.239.122-60695-80-6,School,Private,3/19/2020,Female,9,Mobile,No,Town,Mobile Data,4G,0,https://www.printmag.com/post/the-ikea-catalog-is-dead-long-live-the-ikea-catalog,0
157.56.52.45-10.42.0.211-40024-60774-17,College,Public,3/20/2020,Female,18,Mobile,No,Rural,Mobile Data,4G,0,https://medium.com/@bchesky/7-rejections-7d894cbaa084,0
10.42.0.211-31.13.80.5-46757-443-6,School,Private,3/23/2020,Male,11,Mobile,No,Town,Mobile Data,3G,1,https://www.theverge.com/22159571/substack-ceo-chris-best-interview-newsletter-subscription-model-journalism-decoder-podcast,1
172.217.3.106-10.42.0.211-443-34563-6,University,Private,3/24/2020,Male,23,Tab,No,Town,Wifi,4G,1,https://medium.com/@amd_2793/my-million-dollar-domain-hobby-c74b14db4e64,1
10.42.0.42-104.192.110.245-34374-80-6,University,Private,3/25/2020,Male,23,Computer,Yes,Rural,Mobile Data,3G,0,https://github.com/beurtschipper/Depix,0
202.77.129.150-10.42.0.211-80-49357-6,School,Private,3/26/2020,Female,11,Mobile,No,Town,Mobile Data,4G,0,https://www.voguebusiness.com/technology/how-app-clips-could-help-fashion-brands,0
172.217.3.110-10.42.0.151-443-54203-6,University,Public,3/27/2020,Male,23,Mobile,No,Town,Mobile Data,4G,0,https://www.getrevue.co/,0
172.217.12.162-10.42.0.211-443-47304-6,University,Private,3/30/2020,Male,23,Computer,Yes,Town,Wifi,4G,1,http://tib.matthewclifford.com/unsubscribe/HtQ-zJwUAHdIqWCfatyqog,1
10.42.0.151-121.12.98.78-39999-80-6,University,Public,3/31/2020,Male,27,Mobile,No,Rural,Mobile Data,4G,1,https://www.getrevue.co/profile/mattclifford/issues/tib-145-2020-in-review-the-best-of-thoughts-in-between-301064/feedback/HtQ-zJwUAHdIqWCfatyqog,1
180.163.255.159-10.42.0.211-80-38939-6,School,Private,04-01-20,Male,11,Computer,No,Town,Wifi,4G,1,https://clicktotweet.com/ktsJ_,1
10.42.0.211-64.71.142.120-39871-80-6,School,Private,04-03-20,Female,18,Mobile,No,Town,Mobile Data,4G,1,http://tib.matthewclifford.com/issues/tib-131-how-smart-are-politicians-why-tech-needs-some-crazy-money-religious-fundamentalism-and-the-internet-and-more-276446,1
202.77.129.150-10.42.0.211-443-40694-6,College,Public,04-07-20,Female,18,Mobile,No,Rural,Mobile Data,3G,1,http://tib.matthewclifford.com/issues/tib-138-what-s-next-in-synthetic-bio-new-zealand-and-sovereign-wealth-when-the-us-had-a-culture-of-building-and-more-288690,1
10.42.0.211-66.231.239.124-52869-443-6,College,Private,04-08-20,Female,18,Mobile,No,Town,Wifi,4G,0,http://tib.matthewclifford.com/issues/tib-141-whose-jobs-are-at-risk-from-robots-friedrich-engels-venture-capitalist-coronavirus-fantasies-and-more-293937,0
182.22.25.124-10.42.0.151-443-56814-6,School,Public,04-09-20,Female,11,Mobile,No,Town,Wifi,3G,1,http://tib.matthewclifford.com/issues/tib-142-elitist-ai-how-silicon-valley-sees-china-the-unhappiness-divide-in-politics-and-more-295389,1
180.149.136.194-10.42.0.211-80-48601-6,School,Private,4/13/2020,Female,10,Mobile,No,Town,Wifi,3G,0,http://tib.matthewclifford.com/issues/tib-128-ai-as-an-arms-race-the-depressing-truth-about-organisations-scaling-machine-learning-and-more-271527,0
172.217.10.97-10.42.0.211-443-59433-6,College,Private,4/15/2020,Female,18,Mobile,No,Rural,Wifi,4G,0,http://tib.matthewclifford.com/issues/tib-136-taiwan-and-tail-risk-tiktok-and-algorithm-design-the-future-of-board-games-and-more-285270,0
10.42.0.42-69.147.82.60-49050-443-6,School,Private,4/16/2020,Male,11,Mobile,No,Town,Mobile Data,4G,0,https://www.eugenewei.com/blog/2020/9/18/seeing-like-an-algorithm,0
10.42.0.211-10.42.0.1-23695-53-17,University,Private,4/17/2020,Female,23,Computer,Yes,Town,Wifi,4G,1,http://tib.matthewclifford.com/issues/tib-123-information-revolutions-and-public-discourse-the-future-of-elites-supply-chains-as-public-goods-and-more-263486,1
10.42.0.211-10.42.0.1-12708-53-17,University,Private,4/20/2020,Female,23,Mobile,No,Rural,Wifi,4G,0,https://www.newyorker.com/culture/annals-of-inquiry/slate-star-codex-and-silicon-valleys-war-against-the-media,0
10.42.0.151-104.244.43.35-51724-443-6,School,Private,4/21/2020,Male,9,Mobile,No,Town,Wifi,4G,1,http://tib.matthewclifford.com/issues/tib-117-how-progress-happens-remote-work-and-the-end-of-silicon-valley-how-to-allocate-r-d-spend-and-more-253172,1
10.42.0.151-10.42.0.1-27551-53-17,University,Private,4/22/2020,Male,23,Mobile,Yes,Town,Wifi,4G,0,https://www.exurbe.com/on-progress-and-historical-change/,0
172.217.10.227-10.42.0.211-80-50200-6,College,Public,4/23/2020,Female,18,Mobile,No,Town,Mobile Data,3G,1,http://tib.matthewclifford.com/issues/tib-116-the-political-consequences-of-remote-work-communal-genius-how-markets-obscure-history-and-more-251724,1
172.217.6.238-10.42.0.42-443-48857-6,School,Private,4/24/2020,Female,11,Mobile,No,Town,Wifi,3G,0,https://80000hours.org/podcast/episodes/marc-lipsitch-winning-or-losing-against-covid19-and-epidemiology/,0
10.42.0.211-66.198.24.224-45257-443-6,School,Private,4/27/2020,Male,11,Mobile,No,Town,Wifi,4G,1,http://tib.matthewclifford.com/issues/tib-114-wtf-happened-in-1971-the-power-of-machine-learning-in-science-the-court-case-that-could-destroy-the-eu-and-more-248043,1
10.42.0.211-10.42.0.1-31312-53-17,University,Private,4/28/2020,Female,23,Tab,No,Town,Wifi,4G,1,https://arxiv.org/pdf/2003.11755.pdf,1
183.57.48.84-10.42.0.211-80-37804-6,University,Private,4/29/2020,Male,23,Mobile,No,Town,Mobile Data,3G,0,http://tib.matthewclifford.com/issues/tib-122-newton-keynes-and-the-power-of-science-how-great-powers-fall-machine-learning-and-the-humanities-and-more-261832,0
172.217.10.42-10.42.0.211-443-43044-6,University,Public,4/30/2020,Male,23,Mobile,Yes,Rural,Mobile Data,3G,1,https://mathshistory.st-andrews.ac.uk/Extras/Keynes_Newton/,1
182.22.65.136-10.42.0.211-443-55514-6,College,Private,05-04-20,Female,18,Mobile,No,Town,Wifi,4G,0,https://delian.substack.com/p/quick-thoughts-on-gpt3,0
10.42.0.42-37.1.204.175-60595-80-6,University,Public,05-05-20,Male,23,Computer,Yes,Town,Mobile Data,3G,0,http://tib.matthewclifford.com/issues/tib-135-ai-in-2020-why-the-world-gets-weirder-and-weirder-big-tech-and-the-stock-market-and-more-283364,0
10.42.0.42-54.239.17.112-44058-443-6,University,Private,05-06-20,Male,23,Tab,No,Town,Wifi,4G,1,https://www.stateof.ai/,1
10.42.0.211-98.139.199.204-39653-443-6,School,Private,05-07-20,Female,9,Mobile,No,Town,Mobile Data,4G,1,https://restofworld.org/2020/building-for-yourself/,1
